name,latitude,longitude,type,geometry
Casanova - Diagonal,41.393181,2.148577,"{'typepoint': {'type': 'Point', 'coordinates': [41.393181, 2.148577]}}",POINT (2.148577 41.393181)
Lepant - Diagonal,41.402421,2.179261,"{'typepoint': {'type': 'Point', 'coordinates': [41.402421, 2.179261]}}",POINT (2.179261 41.402421)
Muntaner - Diagonal,41.394474,2.148915,"{'typepoint': {'type': 'Point', 'coordinates': [41.394474, 2.148915]}}",POINT (2.148915 41.394474)
Via Augusta - Diagonal,41.396421,2.155036,"{'typepoint': {'type': 'Point', 'coordinates': [41.396421, 2.155036]}}",POINT (2.155036 41.396421)
Calvet - Diagonal,41.39346,2.144983,"{'typepoint': {'type': 'Point', 'coordinates': [41.39346, 2.144983]}}",POINT (2.144983 41.39346)
Balmes - Diagonal,41.395776,2.154022,"{'typepoint': {'type': 'Point', 'coordinates': [41.395776, 2.154022]}}",POINT (2.154022 41.395776)
Carles III - Mejía Lequerica,41.38524,2.127519,"{'typepoint': {'type': 'Point', 'coordinates': [41.38524, 2.127519]}}",POINT (2.127519 41.38524)
Av Joan XXIII - Pl Pius XII,41.385641,2.122614,"{'typepoint': {'type': 'Point', 'coordinates': [41.385641, 2.122614]}}",POINT (2.122614 41.385641)
González Tablas - Sor Eulàlia d'Anzizu,41.385765,2.108859,"{'typepoint': {'type': 'Point', 'coordinates': [41.385765, 2.108859]}}",POINT (2.108859 41.385765)
Av Doctor Marañón - Baldiri i Reixac,41.382055,2.113965,"{'typepoint': {'type': 'Point', 'coordinates': [41.382055, 2.113965]}}",POINT (2.113965 41.382055)
Av Pedralbes - Pg  Manuel Girona,41.390002,2.118936,"{'typepoint': {'type': 'Point', 'coordinates': [41.390002, 2.118936]}}",POINT (2.118936 41.390002)
Pujades - Ciutat de Granada,41.39878,2.196767,"{'typepoint': {'type': 'Point', 'coordinates': [41.39878, 2.196767]}}",POINT (2.196767 41.39878)
Pg Verdum - Doctor Pi i Molist,41.435869,2.172375,"{'typepoint': {'type': 'Point', 'coordinates': [41.435869, 2.172375]}}",POINT (2.172375 41.435869)
Av Gaudí,41.410032,2.175154,"{'typepoint': {'type': 'Point', 'coordinates': [41.410032, 2.175154]}}",POINT (2.175154 41.410032)
València - Dos de Maig,41.406488,2.181804,"{'typepoint': {'type': 'Point', 'coordinates': [41.406488, 2.181804]}}",POINT (2.181804 41.406488)
Diagonal - Complex Esportiu Universitari,41.383268,2.107874,"{'typepoint': {'type': 'Point', 'coordinates': [41.383268, 2.107874]}}",POINT (2.107874 41.383268)
Diagonal - Av Doctor Marañón,41.384222,2.111612,"{'typepoint': {'type': 'Point', 'coordinates': [41.384222, 2.111612]}}",POINT (2.111612 41.384222)
Comte d'Urgell - Gran Via,41.382668,2.157998,"{'typepoint': {'type': 'Point', 'coordinates': [41.382668, 2.157998]}}",POINT (2.157998 41.382668)
Pg de Gràcia - Gran Via,41.390138,2.16756,"{'typepoint': {'type': 'Point', 'coordinates': [41.390138, 2.16756]}}",POINT (2.16756 41.390138)
Calàbria - Gran Via,41.379979,2.154744,"{'typepoint': {'type': 'Point', 'coordinates': [41.379979, 2.154744]}}",POINT (2.154744 41.379979)
Pg  de Sant Joan - Diputació,41.395419,2.174671,"{'typepoint': {'type': 'Point', 'coordinates': [41.395419, 2.174671]}}",POINT (2.174671 41.395419)
Aribau - Gran Via,41.386042,2.162533,"{'typepoint': {'type': 'Point', 'coordinates': [41.386042, 2.162533]}}",POINT (2.162533 41.386042)
Pl Tetuan - Pg de Sant Joan,41.395471,2.175272,"{'typepoint': {'type': 'Point', 'coordinates': [41.395471, 2.175272]}}",POINT (2.175272 41.395471)
Entença - Gran Via,41.378374,2.15235,"{'typepoint': {'type': 'Point', 'coordinates': [41.378374, 2.15235]}}",POINT (2.15235 41.378374)
Tarragona - Parc de Joan Miró,41.376704,2.147419,"{'typepoint': {'type': 'Point', 'coordinates': [41.376704, 2.147419]}}",POINT (2.147419 41.376704)
Llúria - Gran Via,41.392009,2.170423,"{'typepoint': {'type': 'Point', 'coordinates': [41.392009, 2.170423]}}",POINT (2.170423 41.392009)
Pare Manyanet - Virgili,41.428154,2.194257,"{'typepoint': {'type': 'Point', 'coordinates': [41.428154, 2.194257]}}",POINT (2.194257 41.428154)
Meridiana - Pegaso,41.425401,2.18649,"{'typepoint': {'type': 'Point', 'coordinates': [41.425401, 2.18649]}}",POINT (2.18649 41.425401)
Pg de Santa Eulàlia - Can Caralleu,41.403827,2.115349,"{'typepoint': {'type': 'Point', 'coordinates': [41.403827, 2.115349]}}",POINT (2.115349 41.403827)
Gran Capità - Av de l'Exèrcit,41.386982,2.111589,"{'typepoint': {'type': 'Point', 'coordinates': [41.386982, 2.111589]}}",POINT (2.111589 41.386982)
Balmes - Via Augusta,41.40086,2.147888,"{'typepoint': {'type': 'Point', 'coordinates': [41.40086, 2.147888]}}",POINT (2.147888 41.40086)
València - Muntanya,41.411226,2.188089,"{'typepoint': {'type': 'Point', 'coordinates': [41.411226, 2.188089]}}",POINT (2.188089 41.411226)
Cementiri de l'Est,41.394275,2.202388,"{'typepoint': {'type': 'Point', 'coordinates': [41.394275, 2.202388]}}",POINT (2.202388 41.394275)
Pl de Sant Jordi,41.366328,2.144752,"{'typepoint': {'type': 'Point', 'coordinates': [41.366328, 2.144752]}}",POINT (2.144752 41.366328)
Piscines Picornell - Museu Nacional,41.366472,2.151358,"{'typepoint': {'type': 'Point', 'coordinates': [41.366472, 2.151358]}}",POINT (2.151358 41.366472)
Av de l'Estadi - Estadi Olímpic,41.366002,2.154544,"{'typepoint': {'type': 'Point', 'coordinates': [41.366002, 2.154544]}}",POINT (2.154544 41.366002)
Estadi Olímpic,41.366164,2.155317,"{'typepoint': {'type': 'Point', 'coordinates': [41.366164, 2.155317]}}",POINT (2.155317 41.366164)
Piscines Picornell - Museu Nacional,41.36654,2.151718,"{'typepoint': {'type': 'Point', 'coordinates': [41.36654, 2.151718]}}",POINT (2.151718 41.36654)
Av Estadi - INEFC,41.365477,2.147373,"{'typepoint': {'type': 'Point', 'coordinates': [41.365477, 2.147373]}}",POINT (2.147373 41.365477)
Av Estadi - INEFC,41.36553,2.146807,"{'typepoint': {'type': 'Point', 'coordinates': [41.36553, 2.146807]}}",POINT (2.146807 41.36553)
Av de Vallcarca - Baixada de la Glòria,41.410385,2.14701,"{'typepoint': {'type': 'Point', 'coordinates': [41.410385, 2.14701]}}",POINT (2.14701 41.410385)
Sant Adrià - Formiga,41.435793,2.201628,"{'typepoint': {'type': 'Point', 'coordinates': [41.435793, 2.201628]}}",POINT (2.201628 41.435793)
Meridiana - Escòcia,41.429143,2.183648,"{'typepoint': {'type': 'Point', 'coordinates': [41.429143, 2.183648]}}",POINT (2.183648 41.429143)
Felip II - Pl del Congrés,41.425887,2.179847,"{'typepoint': {'type': 'Point', 'coordinates': [41.425887, 2.179847]}}",POINT (2.179847 41.425887)
Felip II - Arnau d'Oms,41.427247,2.178064,"{'typepoint': {'type': 'Point', 'coordinates': [41.427247, 2.178064]}}",POINT (2.178064 41.427247)
Lletres - Dante Alighieri,41.427936,2.157915,"{'typepoint': {'type': 'Point', 'coordinates': [41.427936, 2.157915]}}",POINT (2.157915 41.427936)
Pl de l'Estatut,41.430511,2.155255,"{'typepoint': {'type': 'Point', 'coordinates': [41.430511, 2.155255]}}",POINT (2.155255 41.430511)
Trav de Dalt - Torrent de les Flors,41.41046,2.156636,"{'typepoint': {'type': 'Point', 'coordinates': [41.41046, 2.156636]}}",POINT (2.156636 41.41046)
Pg Maragall - Amílcar,41.426397,2.173042,"{'typepoint': {'type': 'Point', 'coordinates': [41.426397, 2.173042]}}",POINT (2.173042 41.426397)
Pg Maragall - Sabastida,41.427479,2.168463,"{'typepoint': {'type': 'Point', 'coordinates': [41.427479, 2.168463]}}",POINT (2.168463 41.427479)
Diagonal - Entença,41.39034,2.136405,"{'typepoint': {'type': 'Point', 'coordinates': [41.39034, 2.136405]}}",POINT (2.136405 41.39034)
Ctra d'Horta - Pg de Valldaura,41.437274,2.153559,"{'typepoint': {'type': 'Point', 'coordinates': [41.437274, 2.153559]}}",POINT (2.153559 41.437274)
Josep Tarradellas - Av.Sarrià,41.389507,2.143136,"{'typepoint': {'type': 'Point', 'coordinates': [41.389507, 2.143136]}}",POINT (2.143136 41.389507)
Les Corts - Pl Dr Ignasi Barraquer,41.390115,2.140634,"{'typepoint': {'type': 'Point', 'coordinates': [41.390115, 2.140634]}}",POINT (2.140634 41.390115)
Paral·lel - Rocafort,41.375108,2.1594,"{'typepoint': {'type': 'Point', 'coordinates': [41.375108, 2.1594]}}",POINT (2.1594 41.375108)
Av de Roma - Entença,41.382013,2.146274,"{'typepoint': {'type': 'Point', 'coordinates': [41.382013, 2.146274]}}",POINT (2.146274 41.382013)
València - Entença,41.381048,2.147948,"{'typepoint': {'type': 'Point', 'coordinates': [41.381048, 2.147948]}}",POINT (2.147948 41.381048)
Clot - Biscaia,41.413988,2.190631,"{'typepoint': {'type': 'Point', 'coordinates': [41.413988, 2.190631]}}",POINT (2.190631 41.413988)
Pujades - Espronceda,41.405232,2.20524,"{'typepoint': {'type': 'Point', 'coordinates': [41.405232, 2.20524]}}",POINT (2.20524 41.405232)
Gran Via - Espronceda,41.411677,2.197643,"{'typepoint': {'type': 'Point', 'coordinates': [41.411677, 2.197643]}}",POINT (2.197643 41.411677)
Gran Via - Bilbao,41.409045,2.194762,"{'typepoint': {'type': 'Point', 'coordinates': [41.409045, 2.194762]}}",POINT (2.194762 41.409045)
Clot - Pont de Bac de Roda,41.414917,2.190514,"{'typepoint': {'type': 'Point', 'coordinates': [41.414917, 2.190514]}}",POINT (2.190514 41.414917)
Saldes,41.428945,2.134501,"{'typepoint': {'type': 'Point', 'coordinates': [41.428945, 2.134501]}}",POINT (2.134501 41.428945)
Pl Espanya - FGC,41.374291,2.148575,"{'typepoint': {'type': 'Point', 'coordinates': [41.374291, 2.148575]}}",POINT (2.148575 41.374291)
Metro Hostafrancs,41.375153,2.144895,"{'typepoint': {'type': 'Point', 'coordinates': [41.375153, 2.144895]}}",POINT (2.144895 41.375153)
Creu Coberta - Pl Espanya,41.37512,2.146854,"{'typepoint': {'type': 'Point', 'coordinates': [41.37512, 2.146854]}}",POINT (2.146854 41.37512)
Av Reina Maria Cristina - Pl Espanya,41.373821,2.150107,"{'typepoint': {'type': 'Point', 'coordinates': [41.373821, 2.150107]}}",POINT (2.150107 41.373821)
Marquès de Sentmenat - Equador,41.385421,2.141561,"{'typepoint': {'type': 'Point', 'coordinates': [41.385421, 2.141561]}}",POINT (2.141561 41.385421)
Berlín - Nicaragua,41.38413,2.140793,"{'typepoint': {'type': 'Point', 'coordinates': [41.38413, 2.140793]}}",POINT (2.140793 41.38413)
Josep Tarradellas - Entença,41.386403,2.142477,"{'typepoint': {'type': 'Point', 'coordinates': [41.386403, 2.142477]}}",POINT (2.142477 41.386403)
Guipúscoa - Julián Besteiro,41.416481,2.19757,"{'typepoint': {'type': 'Point', 'coordinates': [41.416481, 2.19757]}}",POINT (2.19757 41.416481)
Llull - Selva de Mar,41.407024,2.210207,"{'typepoint': {'type': 'Point', 'coordinates': [41.407024, 2.210207]}}",POINT (2.210207 41.407024)
Hospital HM Delfos,41.413423,2.142903,"{'typepoint': {'type': 'Point', 'coordinates': [41.413423, 2.142903]}}",POINT (2.142903 41.413423)
Dante Alighieri - Santa Joana d'Arc,41.428454,2.160101,"{'typepoint': {'type': 'Point', 'coordinates': [41.428454, 2.160101]}}",POINT (2.160101 41.428454)
Pg Valldaura - Rambla Caçador,41.43863,2.173479,"{'typepoint': {'type': 'Point', 'coordinates': [41.43863, 2.173479]}}",POINT (2.173479 41.43863)
Sagrera - Parc de la Pegaso,41.426317,2.190916,"{'typepoint': {'type': 'Point', 'coordinates': [41.426317, 2.190916]}}",POINT (2.190916 41.426317)
Pl Eivissa - Horta,41.430482,2.161101,"{'typepoint': {'type': 'Point', 'coordinates': [41.430482, 2.161101]}}",POINT (2.161101 41.430482)
Tajo - Metro Horta,41.429521,2.161085,"{'typepoint': {'type': 'Point', 'coordinates': [41.429521, 2.161085]}}",POINT (2.161085 41.429521)
Carles III - Les Corts,41.381833,2.128008,"{'typepoint': {'type': 'Point', 'coordinates': [41.381833, 2.128008]}}",POINT (2.128008 41.381833)
Av Litoral - Trelawny,41.386258,2.194843,"{'typepoint': {'type': 'Point', 'coordinates': [41.386258, 2.194843]}}",POINT (2.194843 41.386258)
Can Clos,41.360712,2.147294,"{'typepoint': {'type': 'Point', 'coordinates': [41.360712, 2.147294]}}",POINT (2.147294 41.360712)
Gran Via - Farell,41.371993,2.14495,"{'typepoint': {'type': 'Point', 'coordinates': [41.371993, 2.14495]}}",POINT (2.14495 41.371993)
Via Sant Antoni Abat,41.356561,2.150945,"{'typepoint': {'type': 'Point', 'coordinates': [41.356561, 2.150945]}}",POINT (2.150945 41.356561)
Gran Vista - Turó de la Rovira,41.420212,2.164008,"{'typepoint': {'type': 'Point', 'coordinates': [41.420212, 2.164008]}}",POINT (2.164008 41.420212)
Garriga i Roca - Camil Oliveras,41.421236,2.169714,"{'typepoint': {'type': 'Point', 'coordinates': [41.421236, 2.169714]}}",POINT (2.169714 41.421236)
Montserrat de Casanovas - Parc del Guinardó,41.423177,2.169516,"{'typepoint': {'type': 'Point', 'coordinates': [41.423177, 2.169516]}}",POINT (2.169516 41.423177)
Montserrat de Casanovas - Ptge Pedrell,41.424,2.167981,"{'typepoint': {'type': 'Point', 'coordinates': [41.424, 2.167981]}}",POINT (2.167981 41.424)
Pedrell - Canonge Almera,41.423884,2.162029,"{'typepoint': {'type': 'Point', 'coordinates': [41.423884, 2.162029]}}",POINT (2.162029 41.423884)
Pg  Valldaura - Fabra i Puig,41.439198,2.16576,"{'typepoint': {'type': 'Point', 'coordinates': [41.439198, 2.16576]}}",POINT (2.16576 41.439198)
Parc Turó de la Peira,41.433576,2.163193,"{'typepoint': {'type': 'Point', 'coordinates': [41.433576, 2.163193]}}",POINT (2.163193 41.433576)
Meridiana - Dublín,41.427451,2.18515,"{'typepoint': {'type': 'Point', 'coordinates': [41.427451, 2.18515]}}",POINT (2.18515 41.427451)
Meridiana - Parc de Can Dragó,41.43563,2.183798,"{'typepoint': {'type': 'Point', 'coordinates': [41.43563, 2.183798]}}",POINT (2.183798 41.43563)
Arenys - Rossell,41.42276,2.145477,"{'typepoint': {'type': 'Point', 'coordinates': [41.42276, 2.145477]}}",POINT (2.145477 41.42276)
Arenys - Fastenrath,41.422048,2.143006,"{'typepoint': {'type': 'Point', 'coordinates': [41.422048, 2.143006]}}",POINT (2.143006 41.422048)
Pl del Nen de la Rutlla,41.41858,2.171943,"{'typepoint': {'type': 'Point', 'coordinates': [41.41858, 2.171943]}}",POINT (2.171943 41.41858)
Via Júlia - Sant Francesc Xavier,41.441595,2.177585,"{'typepoint': {'type': 'Point', 'coordinates': [41.441595, 2.177585]}}",POINT (2.177585 41.441595)
Gran Vista - Pl de la Mitja Lluna,41.420126,2.164919,"{'typepoint': {'type': 'Point', 'coordinates': [41.420126, 2.164919]}}",POINT (2.164919 41.420126)
Comte d'Urgell - Floridablanca,41.380886,2.160363,"{'typepoint': {'type': 'Point', 'coordinates': [41.380886, 2.160363]}}",POINT (2.160363 41.380886)
Entença - Floridablanca,41.37565,2.155956,"{'typepoint': {'type': 'Point', 'coordinates': [41.37565, 2.155956]}}",POINT (2.155956 41.37565)
Pedrell - Ptge Gabarnet,41.423129,2.158765,"{'typepoint': {'type': 'Point', 'coordinates': [41.423129, 2.158765]}}",POINT (2.158765 41.423129)
Montserrat de Casanovas - Pg Font d'En Fargas,41.423711,2.164955,"{'typepoint': {'type': 'Point', 'coordinates': [41.423711, 2.164955]}}",POINT (2.164955 41.423711)
Av Mare de Déu de Montserrat - França,41.41483,2.164891,"{'typepoint': {'type': 'Point', 'coordinates': [41.41483, 2.164891]}}",POINT (2.164891 41.41483)
Pg  Zona Franca - Ctra del Prat,41.36207,2.13745,"{'typepoint': {'type': 'Point', 'coordinates': [41.36207, 2.13745]}}",POINT (2.13745 41.36207)
Pg  Zona Franca - Foneria,41.359573,2.139622,"{'typepoint': {'type': 'Point', 'coordinates': [41.359573, 2.139622]}}",POINT (2.139622 41.359573)
Via Barcino - Foradada,41.452811,2.193779,"{'typepoint': {'type': 'Point', 'coordinates': [41.452811, 2.193779]}}",POINT (2.193779 41.452811)
Sagrera - Martí Molins,41.423026,2.191082,"{'typepoint': {'type': 'Point', 'coordinates': [41.423026, 2.191082]}}",POINT (2.191082 41.423026)
Meridiana - La Sagrera,41.421937,2.18676,"{'typepoint': {'type': 'Point', 'coordinates': [41.421937, 2.18676]}}",POINT (2.18676 41.421937)
Pl Pius XII,41.386964,2.121553,"{'typepoint': {'type': 'Point', 'coordinates': [41.386964, 2.121553]}}",POINT (2.121553 41.386964)
Av Mare de Déu de Montserrat - Gènova,41.416499,2.170129,"{'typepoint': {'type': 'Point', 'coordinates': [41.416499, 2.170129]}}",POINT (2.170129 41.416499)
Av Mare de Déu de Montserrat - Francesc Alegre,41.415726,2.16773,"{'typepoint': {'type': 'Point', 'coordinates': [41.415726, 2.16773]}}",POINT (2.16773 41.415726)
Gran Via - Bac de Roda,41.411085,2.197428,"{'typepoint': {'type': 'Point', 'coordinates': [41.411085, 2.197428]}}",POINT (2.197428 41.411085)
Gran Via - Pl dels Porxos,41.413905,2.200618,"{'typepoint': {'type': 'Point', 'coordinates': [41.413905, 2.200618]}}",POINT (2.200618 41.413905)
Rambla Prim-Ferrer Bassa (Besòs Mar),41.415112,2.214694,"{'typepoint': {'type': 'Point', 'coordinates': [41.415112, 2.214694]}}",POINT (2.214694 41.415112)
Aiguablava - Via Favència,41.447449,2.18076,"{'typepoint': {'type': 'Point', 'coordinates': [41.447449, 2.18076]}}",POINT (2.18076 41.447449)
Pg Maragall - Dante Alighieri,41.428688,2.162847,"{'typepoint': {'type': 'Point', 'coordinates': [41.428688, 2.162847]}}",POINT (2.162847 41.428688)
Rambla del Carmel,41.426037,2.158313,"{'typepoint': {'type': 'Point', 'coordinates': [41.426037, 2.158313]}}",POINT (2.158313 41.426037)
Rambla del Carmel - Dante Alighieri,41.4272,2.157241,"{'typepoint': {'type': 'Point', 'coordinates': [41.4272, 2.157241]}}",POINT (2.157241 41.4272)
Av Vallcarca - Hospital HM Delfos,41.41401,2.143119,"{'typepoint': {'type': 'Point', 'coordinates': [41.41401, 2.143119]}}",POINT (2.143119 41.41401)
Av Madrid - Carles III,41.378931,2.128468,"{'typepoint': {'type': 'Point', 'coordinates': [41.378931, 2.128468]}}",POINT (2.128468 41.378931)
Maria Cristina - Carles III,41.389326,2.128028,"{'typepoint': {'type': 'Point', 'coordinates': [41.389326, 2.128028]}}",POINT (2.128028 41.389326)
Les Corts - Maternitat,41.381215,2.126648,"{'typepoint': {'type': 'Point', 'coordinates': [41.381215, 2.126648]}}",POINT (2.126648 41.381215)
Diagonal - Numància,41.389513,2.131617,"{'typepoint': {'type': 'Point', 'coordinates': [41.389513, 2.131617]}}",POINT (2.131617 41.389513)
Les Corts - Vallespir,41.385516,2.132725,"{'typepoint': {'type': 'Point', 'coordinates': [41.385516, 2.132725]}}",POINT (2.132725 41.385516)
Mercat de Les Corts,41.383691,2.129908,"{'typepoint': {'type': 'Point', 'coordinates': [41.383691, 2.129908]}}",POINT (2.129908 41.383691)
Mitre - Prat de la Riba,41.393274,2.131301,"{'typepoint': {'type': 'Point', 'coordinates': [41.393274, 2.131301]}}",POINT (2.131301 41.393274)
Diagonal - Joan Güell,41.388026,2.128122,"{'typepoint': {'type': 'Point', 'coordinates': [41.388026, 2.128122]}}",POINT (2.128122 41.388026)
Diagonal - Av Joan XXIII,41.386932,2.122985,"{'typepoint': {'type': 'Point', 'coordinates': [41.386932, 2.122985]}}",POINT (2.122985 41.386932)
Diagonal - Gran Via Carles III,41.387589,2.125577,"{'typepoint': {'type': 'Point', 'coordinates': [41.387589, 2.125577]}}",POINT (2.125577 41.387589)
Diagonal - Gandesa,41.388443,2.128934,"{'typepoint': {'type': 'Point', 'coordinates': [41.388443, 2.128934]}}",POINT (2.128934 41.388443)
Av Mare de Déu de Montserrat - Cartagena,41.416051,2.169892,"{'typepoint': {'type': 'Point', 'coordinates': [41.416051, 2.169892]}}",POINT (2.169892 41.416051)
Pg Torras i Bages - Residència,41.439415,2.190909,"{'typepoint': {'type': 'Point', 'coordinates': [41.439415, 2.190909]}}",POINT (2.190909 41.439415)
Alcàntara - Garigliano,41.445521,2.17243,"{'typepoint': {'type': 'Point', 'coordinates': [41.445521, 2.17243]}}",POINT (2.17243 41.445521)
Glòries,41.406086,2.190693,"{'typepoint': {'type': 'Point', 'coordinates': [41.406086, 2.190693]}}",POINT (2.190693 41.406086)
Gran Via - Padilla,41.400389,2.183267,"{'typepoint': {'type': 'Point', 'coordinates': [41.400389, 2.183267]}}",POINT (2.183267 41.400389)
Colònia Tibidabo,41.420798,2.119336,"{'typepoint': {'type': 'Point', 'coordinates': [41.420798, 2.119336]}}",POINT (2.119336 41.420798)
Diagonal - Girona,41.398164,2.166346,"{'typepoint': {'type': 'Point', 'coordinates': [41.398164, 2.166346]}}",POINT (2.166346 41.398164)
